dummy2, 'En fin insert here', Denmark, 768, M, 1029, 597, Yellow, 179, 2
HM, 'En fin insert here', Germany, 1139, L, 422, 454, Blue, 69, 1
HM, 'En fin insert here', Sweden, 1007, XXL, 604, 456, Purple, 173, 3
QM, 'En fin insert here', Norway, 994, L, 1484, 286, Green, 175, 2
QM, 'En fin insert here', Finland, 821, XL, 792, 524, Cyan, 81, 2
Cubus, 'En fin insert here', Finland, 781, S, 439, 775, Purple, 12, 1
HM, 'En fin insert here', Sweden, 590, XL, 1312, 719, Pink, 99, 2
HM, 'En fin insert here', Norway, 945, SX, 1761, 1050, Blue, 53, 3
dummy1, 'En fin insert here', Norway, 225, L, 77, 891, Cyan, 171, 2
QM, 'En fin insert here', Sweden, 449, S, 1483, 402, Cyan, 69, 2
Cubus, 'En fin insert here', Norway, 631, SX, 534, 93, Green, 197, 3
QM, 'En fin insert here', Germany, 954, L, 532, 1057, Blue, 60, 2
Cubus, 'En fin insert here', Finland, 244, S, 1906, 448, Yellow, 13, 2
dummy1, 'En fin insert here', Finland, 705, S, 1145, 595, Cyan, 16, 3
dummy2, 'En fin insert here', Denmark, 328, M, 1147, 853, Yellow, 65, 2
dummy2, 'En fin insert here', Norway, 1002, M, 734, 143, Cyan, 103, 1
QM, 'En fin insert here', Norway, 833, XL, 135, 381, Purple, 198, 3
Cubus, 'En fin insert here', Norway, 968, M, 342, 447, Cyan, 70, 2
Cubus, 'En fin insert here', New Zealand, 1116, XL, 777, 1003, Purple, 136, 1
dummy1, 'En fin insert here', Germany, 902, S, 1674, 455, Cyan, 182, 3
dummy1, 'En fin insert here', Sweden, 942, XL, 735, 265, Blue, 6, 2
QM, 'En fin insert here', Germany, 398, S, 753, 189, Purple, 80, 1
dummy2, 'En fin insert here', Germany, 994, M, 1250, 270, Pink, 79, 1
dummy1, 'En fin insert here', Sweden, 784, XXL, 2004, 281, Cyan, 152, 2
dummy2, 'En fin insert here', Germany, 317, XL, 1034, 636, Cyan, 20, 1
QM, 'En fin insert here', New Zealand, 846, SX, 1657, 735, Blue, 197, 1
QM, 'En fin insert here', Norway, 253, XL, 339, 70, Cyan, 107, 2
HM, 'En fin insert here', Denmark, 748, M, 564, 146, Green, 111, 3
dummy2, 'En fin insert here', Norway, 319, S, 1025, 295, Green, 144, 1
Cubus, 'En fin insert here', New Zealand, 1085, L, 1314, 743, Cyan, 93, 1
Cubus, 'En fin insert here', Norway, 624, SX, 1739, 387, Cyan, 129, 1
dummy2, 'En fin insert here', Finland, 602, M, 617, 1017, Blue, 17, 3
dummy1, 'En fin insert here', New Zealand, 490, XXL, 1290, 638, Cyan, 136, 1
dummy1, 'En fin insert here', Germany, 547, SX, 1444, 122, Green, 151, 3
HM, 'En fin insert here', Germany, 986, SX, 1080, 552, Purple, 72, 3
Cubus, 'En fin insert here', Sweden, 277, SX, 2051, 1056, Blue, 184, 2
Cubus, 'En fin insert here', Denmark, 1130, M, 1707, 399, Yellow, 1, 1
QM, 'En fin insert here', Finland, 746, L, 1077, 1018, Purple, 50, 2
dummy1, 'En fin insert here', New Zealand, 1177, XXL, 1049, 613, Green, 10, 2
QM, 'En fin insert here', Denmark, 1105, M, 456, 112, Green, 168, 2
dummy1, 'En fin insert here', Denmark, 844, S, 1888, 1068, Cyan, 69, 3
Cubus, 'En fin insert here', Finland, 338, S, 462, 729, Blue, 20, 2
HM, 'En fin insert here', Finland, 932, L, 524, 99, Blue, 45, 2
HM, 'En fin insert here', New Zealand, 738, SX, 1485, 555, Cyan, 17, 2
Cubus, 'En fin insert here', Norway, 1025, XL, 1473, 472, Cyan, 1, 1
dummy1, 'En fin insert here', Denmark, 1108, SX, 225, 626, Yellow, 79, 3
Cubus, 'En fin insert here', Denmark, 798, L, 746, 461, Cyan, 127, 2
QM, 'En fin insert here', Germany, 368, XXL, 764, 145, Yellow, 185, 3
dummy1, 'En fin insert here', New Zealand, 1157, M, 714, 664, Green, 179, 2
QM, 'En fin insert here', Sweden, 1067, L, 109, 468, Blue, 123, 2
dummy2, 'En fin insert here', Norway, 947, XXL, 1290, 927, Green, 115, 3
dummy2, 'En fin insert here', Sweden, 376, XL, 1862, 782, Purple, 192, 1
QM, 'En fin insert here', Sweden, 1074, SX, 1287, 499, Cyan, 2, 1
HM, 'En fin insert here', Sweden, 1194, SX, 124, 129, Green, 40, 1
Cubus, 'En fin insert here', Norway, 895, M, 342, 129, Blue, 193, 2
QM, 'En fin insert here', Denmark, 541, SX, 1076, 948, Green, 131, 3
HM, 'En fin insert here', Norway, 687, L, 225, 464, Pink, 81, 2
QM, 'En fin insert here', Finland, 982, XL, 1618, 409, Pink, 149, 3
QM, 'En fin insert here', Finland, 583, L, 1284, 991, Pink, 195, 2
Cubus, 'En fin insert here', Sweden, 1078, SX, 1534, 527, Purple, 174, 3
HM, 'En fin insert here', Finland, 838, XL, 111, 678, Green, 189, 2
QM, 'En fin insert here', Denmark, 851, XXL, 80, 852, Cyan, 164, 2
dummy1, 'En fin insert here', New Zealand, 1043, M, 584, 1000, Yellow, 98, 3
HM, 'En fin insert here', Germany, 340, XXL, 1462, 821, Green, 55, 3
Cubus, 'En fin insert here', Germany, 669, M, 1867, 484, Cyan, 183, 1
HM, 'En fin insert here', Sweden, 267, XL, 571, 113, Purple, 100, 2
dummy2, 'En fin insert here', Germany, 626, L, 1122, 733, Purple, 59, 2
QM, 'En fin insert here', New Zealand, 1079, SX, 573, 1030, Cyan, 111, 3
Cubus, 'En fin insert here', Denmark, 1162, XXL, 89, 1002, Pink, 145, 2
dummy1, 'En fin insert here', Finland, 1091, SX, 119, 557, Pink, 23, 1
dummy1, 'En fin insert here', Denmark, 868, XL, 474, 959, Yellow, 178, 3
Cubus, 'En fin insert here', Sweden, 950, XXL, 1510, 791, Yellow, 34, 3
Cubus, 'En fin insert here', Sweden, 873, M, 631, 578, Purple, 12, 3
HM, 'En fin insert here', Finland, 508, XL, 1970, 440, Purple, 19, 3
dummy2, 'En fin insert here', Norway, 355, S, 1324, 876, Pink, 124, 1
Cubus, 'En fin insert here', Finland, 1133, XXL, 823, 553, Pink, 170, 1
Cubus, 'En fin insert here', Germany, 500, M, 149, 302, Green, 145, 1
HM, 'En fin insert here', Norway, 1033, SX, 1210, 807, Purple, 48, 3
dummy2, 'En fin insert here', Sweden, 709, XL, 152, 433, Purple, 135, 2
Cubus, 'En fin insert here', Denmark, 1018, SX, 1146, 1059, Pink, 161, 1
Cubus, 'En fin insert here', Sweden, 1124, XXL, 1583, 980, Green, 13, 2
dummy2, 'En fin insert here', Norway, 255, XXL, 361, 375, Pink, 53, 3
dummy2, 'En fin insert here', New Zealand, 1141, XL, 643, 550, Green, 14, 1
dummy2, 'En fin insert here', Sweden, 786, SX, 1651, 317, Yellow, 49, 2
QM, 'En fin insert here', Norway, 804, XL, 1862, 685, Blue, 11, 1
QM, 'En fin insert here', Germany, 407, M, 492, 489, Yellow, 45, 3
dummy2, 'En fin insert here', Finland, 733, M, 953, 126, Pink, 75, 3
dummy2, 'En fin insert here', Sweden, 495, SX, 523, 942, Pink, 162, 3
dummy2, 'En fin insert here', Germany, 284, S, 180, 70, Green, 3, 3
HM, 'En fin insert here', Denmark, 607, S, 1587, 991, Yellow, 74, 3
HM, 'En fin insert here', Sweden, 584, XL, 175, 934, Yellow, 53, 2
Cubus, 'En fin insert here', Denmark, 284, XXL, 651, 237, Blue, 185, 3
QM, 'En fin insert here', New Zealand, 780, S, 1096, 136, Yellow, 182, 3
dummy1, 'En fin insert here', Finland, 659, XXL, 484, 233, Cyan, 16, 3
Cubus, 'En fin insert here', Finland, 1140, L, 1648, 100, Yellow, 50, 2
dummy2, 'En fin insert here', Sweden, 621, L, 395, 558, Cyan, 173, 3
dummy2, 'En fin insert here', Germany, 1092, S, 1601, 111, Purple, 28, 3
dummy2, 'En fin insert here', Finland, 599, M, 1410, 449, Yellow, 5, 3
dummy1, 'En fin insert here', Finland, 986, XL, 2048, 641, Pink, 14, 3
HM, 'En fin insert here', Germany, 904, XXL, 1111, 645, Green, 147, 2
dummy1, 'En fin insert here', Denmark, 504, XL, 2003, 489, Green, 158, 3
HM, 'En fin insert here', New Zealand, 843, XXL, 1612, 547, Pink, 43, 1
QM, 'En fin insert here', Sweden, 674, L, 1245, 408, Yellow, 118, 3
dummy2, 'En fin insert here', Germany, 928, SX, 1942, 958, Cyan, 130, 2
dummy1, 'En fin insert here', Denmark, 693, S, 114, 123, Green, 162, 1
dummy1, 'En fin insert here', Finland, 522, XXL, 1326, 920, Green, 191, 2
dummy1, 'En fin insert here', Norway, 1122, XL, 1119, 509, Pink, 147, 1
dummy2, 'En fin insert here', New Zealand, 474, SX, 2043, 250, Blue, 3, 1
HM, 'En fin insert here', Germany, 849, M, 1881, 770, Green, 102, 1
dummy1, 'En fin insert here', Germany, 742, S, 76, 87, Cyan, 198, 1
Cubus, 'En fin insert here', New Zealand, 701, XL, 420, 852, Yellow, 118, 2
dummy1, 'En fin insert here', New Zealand, 517, L, 1478, 98, Cyan, 74, 3
dummy1, 'En fin insert here', Denmark, 1096, L, 1459, 441, Cyan, 6, 2
dummy1, 'En fin insert here', Denmark, 838, S, 1005, 938, Purple, 106, 1
dummy2, 'En fin insert here', Germany, 447, S, 388, 412, Yellow, 186, 2
Cubus, 'En fin insert here', Norway, 941, XXL, 428, 80, Blue, 3, 1
HM, 'En fin insert here', New Zealand, 247, L, 867, 559, Green, 53, 1
QM, 'En fin insert here', New Zealand, 556, XL, 1935, 751, Purple, 105, 1
Cubus, 'En fin insert here', Denmark, 895, M, 127, 846, Green, 51, 3
QM, 'En fin insert here', Denmark, 1041, XL, 779, 470, Yellow, 157, 2
QM, 'En fin insert here', Finland, 831, L, 2001, 814, Pink, 100, 2
QM, 'En fin insert here', Sweden, 714, SX, 1234, 342, Green, 99, 2
HM, 'En fin insert here', Denmark, 616, S, 960, 587, Blue, 60, 3
QM, 'En fin insert here', Norway, 1164, XL, 256, 828, Cyan, 86, 1
Cubus, 'En fin insert here', Sweden, 1107, S, 1122, 112, Pink, 143, 3
dummy1, 'En fin insert here', New Zealand, 804, XL, 1193, 714, Cyan, 14, 3
dummy2, 'En fin insert here', Norway, 708, XXL, 1750, 406, Blue, 194, 1
Cubus, 'En fin insert here', Finland, 372, SX, 316, 353, Purple, 135, 3
dummy2, 'En fin insert here', Sweden, 849, L, 693, 520, Green, 95, 3
QM, 'En fin insert here', Denmark, 786, SX, 1653, 489, Purple, 143, 3
QM, 'En fin insert here', Finland, 468, M, 376, 975, Yellow, 188, 2
QM, 'En fin insert here', Denmark, 626, M, 1956, 131, Green, 81, 3
QM, 'En fin insert here', Sweden, 1092, M, 276, 678, Yellow, 159, 2
QM, 'En fin insert here', Sweden, 841, SX, 847, 691, Yellow, 197, 2
dummy1, 'En fin insert here', Sweden, 328, XXL, 1331, 258, Pink, 198, 1
HM, 'En fin insert here', Germany, 985, SX, 194, 1013, Green, 140, 1
dummy1, 'En fin insert here', Norway, 858, L, 2019, 824, Green, 31, 3
Cubus, 'En fin insert here', Finland, 1036, XXL, 1025, 206, Purple, 162, 3
HM, 'En fin insert here', Germany, 892, XL, 521, 957, Blue, 181, 3
HM, 'En fin insert here', Norway, 874, M, 795, 741, Purple, 171, 2
HM, 'En fin insert here', Germany, 923, XXL, 1513, 151, Green, 152, 2
Cubus, 'En fin insert here', Denmark, 341, S, 1143, 614, Green, 30, 3
Cubus, 'En fin insert here', Denmark, 963, S, 1476, 115, Green, 181, 3
dummy1, 'En fin insert here', Finland, 359, XXL, 1634, 583, Yellow, 180, 2
HM, 'En fin insert here', Denmark, 1116, SX, 1888, 851, Blue, 153, 2
dummy2, 'En fin insert here', Norway, 769, XXL, 1801, 749, Yellow, 171, 1
dummy1, 'En fin insert here', Denmark, 659, S, 831, 318, Blue, 169, 2
dummy1, 'En fin insert here', Denmark, 584, L, 1706, 775, Cyan, 62, 3
Cubus, 'En fin insert here', Denmark, 709, M, 1395, 384, Yellow, 90, 2
Cubus, 'En fin insert here', Sweden, 1013, L, 335, 624, Green, 45, 1
dummy1, 'En fin insert here', Denmark, 864, XL, 626, 939, Yellow, 177, 2
dummy2, 'En fin insert here', Germany, 1003, SX, 1520, 555, Blue, 55, 3
HM, 'En fin insert here', Finland, 1085, M, 351, 998, Blue, 44, 1
HM, 'En fin insert here', Finland, 319, S, 2038, 91, Yellow, 107, 2
Cubus, 'En fin insert here', Finland, 805, S, 283, 796, Pink, 156, 2
QM, 'En fin insert here', Norway, 1106, L, 2004, 247, Blue, 52, 2
Cubus, 'En fin insert here', New Zealand, 940, L, 276, 983, Blue, 167, 1
Cubus, 'En fin insert here', New Zealand, 220, S, 962, 347, Purple, 158, 2
dummy1, 'En fin insert here', Finland, 1122, XXL, 1975, 402, Blue, 117, 2
HM, 'En fin insert here', Norway, 801, M, 887, 879, Pink, 60, 3
QM, 'En fin insert here', Germany, 661, SX, 1316, 289, Blue, 65, 2
QM, 'En fin insert here', New Zealand, 577, SX, 1534, 115, Green, 113, 1
dummy1, 'En fin insert here', Sweden, 779, S, 652, 345, Green, 161, 3
dummy1, 'En fin insert here', New Zealand, 469, M, 1270, 882, Green, 12, 3
dummy2, 'En fin insert here', Germany, 877, XXL, 1584, 837, Green, 21, 2
dummy1, 'En fin insert here', Finland, 1102, L, 1821, 769, Pink, 59, 3
Cubus, 'En fin insert here', Denmark, 1092, XXL, 1384, 980, Cyan, 116, 3
dummy2, 'En fin insert here', Denmark, 701, L, 1417, 1034, Pink, 41, 3
HM, 'En fin insert here', Norway, 687, XL, 1752, 648, Yellow, 171, 3
HM, 'En fin insert here', Germany, 283, SX, 534, 516, Green, 85, 1
Cubus, 'En fin insert here', Finland, 459, SX, 1383, 292, Green, 51, 1
dummy2, 'En fin insert here', Finland, 469, L, 975, 224, Pink, 190, 2
dummy1, 'En fin insert here', Germany, 251, S, 548, 165, Yellow, 27, 2
Cubus, 'En fin insert here', Denmark, 830, SX, 1241, 656, Cyan, 58, 3
dummy1, 'En fin insert here', New Zealand, 390, S, 1099, 668, Purple, 179, 2
dummy1, 'En fin insert here', Sweden, 658, M, 632, 889, Purple, 192, 1
HM, 'En fin insert here', Denmark, 748, XXL, 899, 1045, Green, 60, 3
dummy2, 'En fin insert here', Finland, 235, L, 607, 469, Cyan, 95, 2
QM, 'En fin insert here', New Zealand, 287, M, 1208, 201, Purple, 7, 2
HM, 'En fin insert here', Denmark, 750, XXL, 1956, 196, Pink, 75, 2
dummy1, 'En fin insert here', New Zealand, 985, M, 1505, 847, Blue, 157, 3
dummy2, 'En fin insert here', Finland, 1178, S, 957, 408, Green, 166, 3
dummy1, 'En fin insert here', Finland, 927, L, 1505, 230, Cyan, 145, 3
Cubus, 'En fin insert here', New Zealand, 583, XXL, 537, 593, Cyan, 53, 1
dummy1, 'En fin insert here', Germany, 906, S, 1090, 446, Blue, 37, 1
Cubus, 'En fin insert here', Norway, 1120, L, 423, 707, Cyan, 139, 3
dummy1, 'En fin insert here', Germany, 564, S, 141, 557, Pink, 197, 1
dummy2, 'En fin insert here', Sweden, 590, S, 201, 561, Pink, 54, 2
dummy1, 'En fin insert here', Norway, 586, SX, 1774, 190, Green, 3, 2
dummy2, 'En fin insert here', Finland, 488, M, 186, 649, Purple, 72, 3
dummy1, 'En fin insert here', New Zealand, 481, XL, 1871, 952, Cyan, 26, 2
dummy1, 'En fin insert here', Finland, 929, XL, 426, 961, Blue, 182, 3
dummy2, 'En fin insert here', Finland, 1145, XL, 1819, 785, Pink, 30, 2
Cubus, 'En fin insert here', Finland, 689, XL, 1310, 457, Cyan, 9, 2
Cubus, 'En fin insert here', Norway, 630, SX, 828, 213, Pink, 38, 2
dummy2, 'En fin insert here', Denmark, 908, M, 2056, 750, Cyan, 109, 1
dummy1, 'En fin insert here', Finland, 305, XXL, 1153, 678, Yellow, 56, 3
dummy1, 'En fin insert here', Norway, 998, SX, 1236, 610, Cyan, 136, 1
HM, 'En fin insert here', Sweden, 1122, L, 808, 105, Purple, 100, 2
QM, 'En fin insert here', Norway, 485, XXL, 1495, 841, Purple, 146, 1
dummy2, 'En fin insert here', New Zealand, 281, L, 357, 473, Pink, 60, 2
HM, 'En fin insert here', Germany, 818, S, 85, 408, Pink, 20, 2
HM, 'En fin insert here', Germany, 501, S, 1373, 824, Purple, 98, 3
QM, 'En fin insert here', Germany, 465, XL, 1561, 907, Pink, 176, 3
QM, 'En fin insert here', Germany, 1123, XXL, 1976, 761, Pink, 71, 2
HM, 'En fin insert here', Germany, 824, M, 1332, 1030, Blue, 113, 2
HM, 'En fin insert here', New Zealand, 824, L, 1211, 851, Purple, 75, 1
Cubus, 'En fin insert here', New Zealand, 634, XL, 351, 794, Pink, 134, 1
dummy2, 'En fin insert here', Denmark, 556, M, 1758, 814, Blue, 178, 1
QM, 'En fin insert here', Germany, 1105, S, 1901, 128, Pink, 56, 1
QM, 'En fin insert here', New Zealand, 1112, M, 1502, 1049, Purple, 174, 3
Cubus, 'En fin insert here', Norway, 418, SX, 1042, 222, Cyan, 177, 3
HM, 'En fin insert here', Norway, 447, XL, 778, 178, Pink, 11, 2
QM, 'En fin insert here', Denmark, 262, M, 1391, 935, Purple, 71, 1
HM, 'En fin insert here', Sweden, 866, S, 262, 559, Cyan, 68, 2
dummy2, 'En fin insert here', Sweden, 504, L, 704, 783, Green, 84, 3
HM, 'En fin insert here', Sweden, 352, L, 1187, 447, Pink, 44, 2
dummy1, 'En fin insert here', Norway, 1156, M, 890, 347, Cyan, 179, 3
dummy1, 'En fin insert here', Germany, 312, XL, 76, 1009, Blue, 95, 1
dummy2, 'En fin insert here', New Zealand, 330, M, 1746, 468, Pink, 96, 3
dummy1, 'En fin insert here', Germany, 824, SX, 448, 618, Green, 51, 1
QM, 'En fin insert here', Denmark, 796, S, 528, 921, Cyan, 16, 3
HM, 'En fin insert here', Finland, 980, XL, 1595, 975, Cyan, 49, 2
HM, 'En fin insert here', Finland, 487, XXL, 926, 830, Blue, 178, 1
Cubus, 'En fin insert here', Denmark, 222, L, 961, 269, Yellow, 31, 3
Cubus, 'En fin insert here', Denmark, 393, S, 120, 599, Pink, 148, 1
HM, 'En fin insert here', Sweden, 329, XXL, 403, 275, Yellow, 49, 3
dummy1, 'En fin insert here', Norway, 343, L, 1303, 748, Cyan, 16, 1
dummy2, 'En fin insert here', Norway, 241, SX, 987, 990, Purple, 13, 2
HM, 'En fin insert here', New Zealand, 1123, S, 368, 921, Blue, 176, 3
HM, 'En fin insert here', Sweden, 1085, SX, 137, 416, Green, 144, 3
QM, 'En fin insert here', Sweden, 1183, M, 1141, 679, Yellow, 138, 3
QM, 'En fin insert here', New Zealand, 346, M, 721, 985, Purple, 93, 3
Cubus, 'En fin insert here', New Zealand, 606, SX, 1284, 219, Cyan, 139, 2
dummy2, 'En fin insert here', Germany, 552, L, 1998, 418, Green, 188, 2
Cubus, 'En fin insert here', Sweden, 292, L, 1761, 507, Cyan, 168, 2
HM, 'En fin insert here', Norway, 1051, L, 893, 1029, Green, 67, 1
HM, 'En fin insert here', New Zealand, 1095, S, 343, 127, Yellow, 127, 3
dummy2, 'En fin insert here', Sweden, 922, S, 1777, 575, Pink, 80, 1
HM, 'En fin insert here', Finland, 1106, M, 1554, 406, Pink, 162, 2
dummy2, 'En fin insert here', Germany, 327, XL, 1283, 177, Yellow, 21, 3
Cubus, 'En fin insert here', Germany, 376, XXL, 95, 722, Blue, 100, 1
dummy2, 'En fin insert here', Sweden, 612, XL, 130, 896, Blue, 170, 3
dummy1, 'En fin insert here', Sweden, 460, SX, 153, 966, Purple, 128, 2
dummy2, 'En fin insert here', Sweden, 557, SX, 1849, 783, Green, 156, 1
HM, 'En fin insert here', New Zealand, 423, L, 115, 821, Purple, 178, 2
dummy2, 'En fin insert here', Sweden, 1106, XL, 1372, 806, Cyan, 156, 3
QM, 'En fin insert here', New Zealand, 966, XXL, 1101, 959, Blue, 78, 2
dummy1, 'En fin insert here', Germany, 703, XL, 310, 414, Cyan, 10, 2
QM, 'En fin insert here', Germany, 318, XXL, 2066, 252, Pink, 37, 3
Cubus, 'En fin insert here', Denmark, 432, S, 1614, 991, Pink, 155, 2
dummy1, 'En fin insert here', Denmark, 388, XXL, 1728, 400, Yellow, 140, 3
HM, 'En fin insert here', Denmark, 827, S, 868, 669, Blue, 20, 3
dummy2, 'En fin insert here', Finland, 865, S, 697, 875, Purple, 54, 1
dummy1, 'En fin insert here', Finland, 473, XXL, 1820, 683, Cyan, 9, 3
QM, 'En fin insert here', Norway, 260, XL, 1291, 247, Yellow, 191, 1
Cubus, 'En fin insert here', Norway, 915, S, 701, 994, Cyan, 98, 1
HM, 'En fin insert here', Finland, 886, S, 462, 1000, Purple, 55, 2
HM, 'En fin insert here', Finland, 693, S, 1230, 862, Cyan, 101, 2
dummy1, 'En fin insert here', New Zealand, 1171, S, 1922, 946, Yellow, 51, 3
dummy1, 'En fin insert here', Germany, 1147, L, 172, 319, Purple, 29, 1
Cubus, 'En fin insert here', Sweden, 301, XL, 1384, 541, Purple, 57, 3
QM, 'En fin insert here', New Zealand, 333, XXL, 236, 262, Cyan, 155, 1
dummy1, 'En fin insert here', Norway, 352, XXL, 2031, 560, Yellow, 98, 1
dummy2, 'En fin insert here', Finland, 393, S, 1466, 1000, Yellow, 116, 1
dummy1, 'En fin insert here', Finland, 1028, SX, 412, 92, Yellow, 97, 1
dummy2, 'En fin insert here', Germany, 828, SX, 637, 602, Pink, 39, 1
dummy1, 'En fin insert here', Germany, 240, S, 161, 200, Yellow, 79, 3
dummy1, 'En fin insert here', Sweden, 1053, L, 234, 484, Blue, 87, 1
dummy2, 'En fin insert here', Germany, 513, SX, 998, 474, Pink, 125, 1
Cubus, 'En fin insert here', New Zealand, 398, SX, 1189, 552, Yellow, 144, 1
Cubus, 'En fin insert here', Finland, 575, L, 1825, 554, Cyan, 108, 3
QM, 'En fin insert here', Norway, 629, M, 934, 308, Pink, 47, 2
HM, 'En fin insert here', Sweden, 753, M, 554, 683, Cyan, 51, 2
HM, 'En fin insert here', Norway, 1107, XXL, 1778, 903, Green, 79, 1
Cubus, 'En fin insert here', Norway, 946, L, 128, 977, Cyan, 173, 3
HM, 'En fin insert here', Norway, 936, SX, 811, 123, Cyan, 113, 3
dummy2, 'En fin insert here', New Zealand, 1127, XXL, 1721, 461, Purple, 80, 2
dummy2, 'En fin insert here', Denmark, 1008, XL, 1338, 760, Purple, 26, 3
HM, 'En fin insert here', Sweden, 295, S, 1139, 822, Green, 23, 1
QM, 'En fin insert here', Denmark, 854, SX, 1876, 311, Yellow, 106, 2
dummy2, 'En fin insert here', Norway, 878, L, 874, 146, Blue, 162, 2
QM, 'En fin insert here', Denmark, 522, M, 655, 740, Cyan, 186, 1
dummy1, 'En fin insert here', New Zealand, 772, L, 745, 243, Pink, 108, 3
QM, 'En fin insert here', Finland, 251, XXL, 1842, 973, Cyan, 6, 3
Cubus, 'En fin insert here', Sweden, 430, XXL, 778, 911, Blue, 196, 3
dummy1, 'En fin insert here', Denmark, 620, L, 844, 390, Blue, 27, 3
HM, 'En fin insert here', Germany, 739, S, 1403, 617, Green, 94, 2
dummy1, 'En fin insert here', Sweden, 600, M, 1741, 716, Blue, 35, 1
Cubus, 'En fin insert here', Germany, 1025, XL, 434, 982, Blue, 37, 3
Cubus, 'En fin insert here', New Zealand, 343, S, 163, 91, Yellow, 1, 2
Cubus, 'En fin insert here', New Zealand, 1015, S, 601, 559, Purple, 180, 1
HM, 'En fin insert here', Finland, 853, XL, 2065, 969, Green, 83, 3
HM, 'En fin insert here', Denmark, 592, L, 439, 676, Purple, 34, 3
HM, 'En fin insert here', New Zealand, 453, L, 1930, 972, Cyan, 169, 3
dummy1, 'En fin insert here', Finland, 1188, L, 902, 330, Green, 99, 2
Cubus, 'En fin insert here', New Zealand, 764, XL, 519, 564, Cyan, 170, 1
dummy2, 'En fin insert here', Finland, 781, M, 876, 757, Green, 30, 1
QM, 'En fin insert here', Norway, 360, XL, 327, 912, Yellow, 160, 2
dummy1, 'En fin insert here', Sweden, 822, XL, 831, 172, Purple, 133, 2
QM, 'En fin insert here', Sweden, 779, M, 889, 766, Blue, 130, 3
QM, 'En fin insert here', Germany, 557, L, 927, 665, Pink, 168, 2
Cubus, 'En fin insert here', Norway, 633, XXL, 689, 238, Yellow, 80, 3
Cubus, 'En fin insert here', Denmark, 1139, L, 1102, 134, Purple, 23, 2
QM, 'En fin insert here', Germany, 761, L, 710, 71, Pink, 118, 3
Cubus, 'En fin insert here', Sweden, 404, SX, 652, 230, Blue, 37, 1
QM, 'En fin insert here', New Zealand, 392, XXL, 1516, 531, Cyan, 83, 3
Cubus, 'En fin insert here', Sweden, 397, S, 2066, 904, Yellow, 31, 3
Cubus, 'En fin insert here', New Zealand, 712, XL, 1550, 431, Pink, 80, 1
dummy2, 'En fin insert here', New Zealand, 511, S, 2010, 911, Blue, 25, 3
HM, 'En fin insert here', Norway, 405, S, 236, 945, Purple, 121, 2
Cubus, 'En fin insert here', Sweden, 927, L, 534, 922, Blue, 156, 2
dummy2, 'En fin insert here', Germany, 217, M, 1353, 188, Yellow, 66, 2
dummy2, 'En fin insert here', Germany, 558, M, 2004, 1054, Yellow, 170, 2
QM, 'En fin insert here', Finland, 469, M, 292, 839, Blue, 77, 3
Cubus, 'En fin insert here', Sweden, 877, M, 1232, 789, Pink, 50, 1
dummy2, 'En fin insert here', New Zealand, 376, S, 451, 941, Yellow, 89, 1
QM, 'En fin insert here', New Zealand, 1110, S, 1887, 907, Green, 200, 3
dummy1, 'En fin insert here', Sweden, 1166, SX, 1107, 609, Cyan, 21, 3
HM, 'En fin insert here', Germany, 319, SX, 1540, 83, Pink, 200, 1
Cubus, 'En fin insert here', Denmark, 236, S, 423, 343, Green, 126, 1
HM, 'En fin insert here', Germany, 902, XXL, 1825, 628, Pink, 120, 3
Cubus, 'En fin insert here', Sweden, 719, L, 820, 543, Pink, 190, 1
dummy2, 'En fin insert here', Finland, 240, SX, 1224, 1027, Yellow, 5, 1
Cubus, 'En fin insert here', Denmark, 714, XXL, 318, 794, Yellow, 147, 1
Cubus, 'En fin insert here', Finland, 1174, L, 1158, 371, Blue, 22, 3
Cubus, 'En fin insert here', New Zealand, 311, S, 1369, 550, Yellow, 9, 1
dummy1, 'En fin insert here', Norway, 1154, SX, 214, 580, Cyan, 110, 2
HM, 'En fin insert here', Germany, 460, S, 506, 342, Cyan, 62, 3
QM, 'En fin insert here', New Zealand, 1168, XL, 725, 873, Pink, 104, 1
dummy2, 'En fin insert here', Denmark, 1099, L, 1844, 396, Cyan, 123, 2
HM, 'En fin insert here', Norway, 691, M, 75, 208, Green, 65, 3
QM, 'En fin insert here', New Zealand, 479, SX, 517, 252, Blue, 45, 3
dummy1, 'En fin insert here', Sweden, 925, XXL, 438, 223, Cyan, 44, 1
dummy1, 'En fin insert here', Sweden, 673, XXL, 1334, 873, Purple, 175, 3
dummy1, 'En fin insert here', Sweden, 1080, M, 644, 567, Blue, 79, 3
dummy2, 'En fin insert here', New Zealand, 294, M, 1016, 204, Purple, 36, 2
dummy2, 'En fin insert here', Denmark, 1106, SX, 527, 404, Blue, 153, 2
Cubus, 'En fin insert here', New Zealand, 1060, M, 1380, 971, Blue, 68, 1
dummy1, 'En fin insert here', Sweden, 337, XXL, 1038, 470, Yellow, 192, 1
Cubus, 'En fin insert here', Germany, 594, XXL, 817, 550, Cyan, 67, 1
dummy2, 'En fin insert here', Finland, 320, S, 696, 810, Blue, 163, 1
dummy2, 'En fin insert here', Germany, 257, XL, 1428, 484, Green, 82, 2
dummy1, 'En fin insert here', Norway, 909, XXL, 548, 898, Cyan, 133, 1
dummy2, 'En fin insert here', Norway, 693, XXL, 583, 585, Yellow, 58, 1
